"selection1_name","selection1_url","selection1_dt_lancamento","selection1_preco","selection1_preco_url","selection1_autor","selection1_capa_pqna","selection1_sinopse","selection1_qtd_avaliacoes","selection1_qtd_avaliacoes_url","selection1_nota","selection1_capa","selection1_editora"
"Manhattan sob o luar: Para Nova York, com amor Livro 6","https://www.amazon.com.br/Manhattan-sob-luar-Para-Livro/dp/6559700577/ref=sr_1_30?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-30","15 set 2021","R$35,90","https://www.amazon.com.br/Manhattan-sob-luar-Para-Livro/dp/6559700577/ref=sr_1_30?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-30","","https://images-na.ssl-images-amazon.com/images/I/41I1Krhzc+L._AC_SX60_CR,0,0,60,60_.jpg","Depois dos livros Amor em Manhattan, Pôr do sol no Central Park, Milagre na 5ª Avenida, Simplesmente Nova York e Férias nos Hamptons, o novo sucesso de Sarah Morgan chega para fechar a série apaixonante de romance contemporâneo Para Nova York, com amor com chave de ouro.
Nunca deixe o medo atrapalhar o amor verdadeiro.
Determinada a vencer a timidez, agora que sua irmã gêmea, Fliss, se mudou, Harriet Knight se propõe a fazer uma coisa que a intimide por dia até o Natal. Mas, quando seu trabalho como passeadora de cães exige que ela cuide da agitada spaniel Madi, ela encontra um desafio com o qual não sabe se conseguirá lidar: o cuidador temporário de Madi, o taciturno dr. Ethan Black.
Ethan, chefe da equipe de traumas do pronto-socorro, achava que estava acostumado com o caos, mas isso foi antes de conhecer Madi. Como uma cachorrinha pode causar tanto problema? Ao encontrar Harriet, ele propõe o plano perfeito: contratá-la temporariamente para morar em seu apartamento e cuidar de Madi. Ethan só não contava com as mudanças que Harriet iria trazer para sua casa… e sua vida.","99 avaliações de clientes","https://www.amazon.com.br/Manhattan-sob-luar-Para-Livro/dp/6559700577/ref=sr_1_30?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-30#customerReviews","4,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71MO+TAx-GL.jpg","15 setembro 2021"
"Shaman King Big Vol. 1","https://www.amazon.com.br/Shaman-King-Big-Vol-1/dp/6555941545/ref=sr_1_31?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-31","4 set 2021","R$55,90","https://www.amazon.com.br/Shaman-King-Big-Vol-1/dp/6555941545/ref=sr_1_31?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-31","Hiroyuki Takei","https://images-na.ssl-images-amazon.com/images/I/515FRnT6mKS._AC_SX60_CR,0,0,60,60_.jpg","Yoh Asakura é um shaman - um dos poucas pessoas que são dotados desse poder, graças à formação ou talento natural, pode canalizar espíritos que a maioria das pessoas não consegue nem ver. Com a ajuda de sua noiva, Anna, Yoh está em treinamento para o máximo evento Shaman: a ""luta Shaman em Tóquio,"" o torneio uma vez a cada 500 anos para ver quem consegue moldar o futuro da humanidade e se tornar o Rei Shaman. Mas, infelizmente para Yoh, cada shaman no mundo está competindo pelo mesmo prêmio...","61 avaliações de clientes","https://www.amazon.com.br/Shaman-King-Big-Vol-1/dp/6555941545/ref=sr_1_31?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-31#customerReviews","4,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71kHS-9fKNS.jpg","30 agosto 2021"
"A monja e o poeta","https://www.amazon.com.br/monja-poeta-Monja-Coen/dp/6555642092/ref=sr_1_32?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-32","15 set 2021","R$35,90","https://www.amazon.com.br/monja-poeta-Monja-Coen/dp/6555642092/ref=sr_1_32?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-32","","https://images-na.ssl-images-amazon.com/images/I/41XajkbwYQL._AC_SX60_CR,0,0,60,60_.jpg","A monja e o poeta é um verdadeiro diálogo poético que nos faz refletir a cada instante sobre a imensidão de estarmos vivos.
“Uma das ideias do budismo é conseguir olhar além da aparência das coisas. Um traço da poesia é penetrar em sentidos que escapam aos olhos materiais imediatos. Ambos buscam nexos complexos além da imanência dura.
Nada mais lógico do que reunir uma monja budista e um poeta. A liberdade do olhar e a generosidade do coração unidas em um texto muito original. Entregue-se poeticamente, budicamente, humana-mente... Voe!” ― LEANDRO KARNAL, autor de A coragem da esperança.
De um lado, a sabedoria e a simplicidade da Monja Coen, apontando caminhos para quem busca a paz interior e uma vida mais plena. Do outro, os versos contundentes do poeta Allan Dias Castro, dando voz aos nossos sentimentos mais profundos.
Do encontro dessas duas vozes únicas nasceu este livro inspirador que trata com sensibilidade de questões essenciais da existência humana, como amor, perdão, gratidão, raiva, medo e felicidade.
Cada um dos 11 capítulos aborda um tema, introduzido pelos versos de Allan e analisado à luz do zen-budismo pela Monja Coen. São 22 poemas que servem de ponto de partida para que os autores compartilhem conosco vivências e ensinamentos, arte e inspiração.","8 avaliações de clientes","https://www.amazon.com.br/monja-poeta-Monja-Coen/dp/6555642092/ref=sr_1_32?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-32#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81BgfQ4fNRL.jpg","15 setembro 2021"
"Não aguento mais não aguentar mais: Como os Millennials se tornaram a geração do burnout","https://www.amazon.com.br/N%C3%A3o-aguento-mais-n%C3%A3o-aguentar/dp/6555111976/ref=sr_1_33?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-33","15 set 2021","R$37,42","https://www.amazon.com.br/N%C3%A3o-aguento-mais-n%C3%A3o-aguentar/dp/6555111976/ref=sr_1_33?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-33","","https://images-na.ssl-images-amazon.com/images/I/41REpZjHRXL._AC_SX60_CR,0,0,60,60_.jpg","""Você sente que a sua vida é uma lista de tarefas infinitas? Fica perdido por horas no feed do Instagram porque está cansado demais para ler um livro? Está atolado em dívidas, sente que está o tempo inteiro trabalhando ou tenta transformar qualquer coisa que te traz alegria em algo que gere lucro? Bem-vindo(a) à cultura Burnout.
Analisando a estrutura social na qual os Millennials foram criados e da qual fazem parte, Anne Helen Petersen desconstrói os mitos que envolvem essa geração e revela como o burnout afeta todos os aspectos de nossas vidas. Unindo uma abordagem sócio-histórica, entrevistas inéditas e uma análise detalhada, Petersen oferece um olhar estimulante, íntimo e esperançoso sobre a vida de uma geração muito difamada.""","1 classificação","https://www.amazon.com.br/N%C3%A3o-aguento-mais-n%C3%A3o-aguentar/dp/6555111976/ref=sr_1_33?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-33#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71qkuFyRvPL.jpg","15 setembro 2021"
"Terror no Inferno Verde","https://www.amazon.com.br/Terror-Inferno-Verde-Flavio-Colin/dp/6589912459/ref=sr_1_34?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-34&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","24 set 2021","R$62,90","https://www.amazon.com.br/Terror-Inferno-Verde-Flavio-Colin/dp/6589912459/ref=sr_1_34?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-34&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","","https://images-na.ssl-images-amazon.com/images/I/61GHLl+KjyL._AC_SX60_CR,0,0,60,60_.jpg","Uma verdadeira celebração aos quadrinhos nacionais e a um dos maiores mestres da nona arte: flavio colin! a editora pipoca & nanquim orgulhosamente apresenta a antologia i terror no inferno verde, uma luxuosa edição que traz algumas das melhores histórias produzidas pelo aclamado quadrinista brasileiro. Dono de um traço completamente único, colin foi um desbravador do mercado nacional e, sem dúvida, um de seus principais expoentes. Ao longo de quase cinquenta anos de carreira, esse fabuloso artista encantou milhares de leitores em narrativas de diferentes gêneros, com destaque para o terror, suspense, romance histórico e erotismo, sempre com uma forte influência de temas tipicamente brasileiros. Além da hq que dá título ao volume, este também traz outros dos principais trabalhos do quadrinista, como i honorato, já leu dickens?, filho do urso, o caso dos dez negrinhos, os minatá-karaiá, a terceira arca, viu a caveira?, o passeio da peste e i joaquim: o magnífico; publicadas em diferentes períodos de sua prolífica jornada, em revistas fundamentais como, mad, spektro e i calafrio., para contextualizar a vida de colin e sua relação com os quadrinhos, terror no inferno verde ainda conta com depoimentos de pessoas que foram influenciadas por ele, como o jornalista francisco ucha, o editor franco de rosa e o quadrinista 220 páginas em preto e branco, miolo em papel couchê de alta gramatura e capa dura com verniz localizado, este livro é um registro histórico da trajetória de um gênio dos quadrinhos nacionais!","","","","https://images-na.ssl-images-amazon.com/images/I/A1IBQaKZqrL.jpg","24 setembro 2021"
"Pedagogia da Autonomia (Edição especial)","https://www.amazon.com.br/Pedagogia-Autonomia-Edi%C3%A7%C3%A3o-especial-Freire/dp/6555480246/ref=sr_1_35?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-35","13 set 2021","R$55,00","https://www.amazon.com.br/Pedagogia-Autonomia-Edi%C3%A7%C3%A3o-especial-Freire/dp/6555480246/ref=sr_1_35?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-35","Paulo Freire","https://images-na.ssl-images-amazon.com/images/I/51200VM7n6L._AC_SX60_CR,0,0,60,60_.jpg","Pedagogia da autonomia, uma das obras mais importantes de Paulo Freire, agora em novíssimo projeto gráfico mais arrojado e moderno. Edição especial com capa dura, em homenagem ao centenário do Patrono da Educação.
Última obra de Paulo Freire publicada em vida, Pedagogia da autonomia é um livro conciso, de poucas páginas e muitas lições. Aqui Paulo Freire defende o pensar, louva a liberdade, prega a amorosidade, exalta a autenticidade. Ensina cada um a Ser Mais.
Este livro transcende a experiência da sala de aula e, como o grande educador que é, Paulo Freire nos convida a nos tornar seres humanos melhores, mais autônomos, para construirmos uma sociedade mais justa, ética e democrática, em que todos tenham oportunidades. Neste, que é um de seus livros mais importantes, o educador ensina-nos como nos posicionar com respeito, curiosidade crítica e boniteza, reconhecendo-nos como seres sociais e históricos, capazes de transformar a realidade em que estamos inserido. Para isso, devemos estar abertos para conhecer o mundo e os seres, sem nenhuma forma de discriminação, pensando a ética e a convivência na sociedade e conscientes de que, com alegria e esperança, a mudança é possível.
Esta edição em capa dura, produzida para comemorar o centenário de nascimento do Patrono da Educação Brasileira, apresenta páginas destacáveis com as principais frases do autor, que podem ser usadas como pôsteres.
Pedagogia da autonomia é um livro que nos motiva a seguir resistindo em tempos difíceis.","2 avaliações de clientes","https://www.amazon.com.br/Pedagogia-Autonomia-Edi%C3%A7%C3%A3o-especial-Freire/dp/6555480246/ref=sr_1_35?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-35#customerReviews","3,5 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81ChhjoPB2L.jpg","13 setembro 2021"
"Chinobyl: Uma jornada pelas entranhas da ditadura comunista - CHINA","https://www.amazon.com.br/Chinobyl-jornada-entranhas-ditadura-comunista/dp/6559570622/ref=sr_1_36?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-36","10 set 2021","R$54,52","https://www.amazon.com.br/Chinobyl-jornada-entranhas-ditadura-comunista/dp/6559570622/ref=sr_1_36?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-36","","https://images-na.ssl-images-amazon.com/images/I/41IFHqFhhiL._AC_SX60_CR,0,0,60,60_.jpg","Em 2015, Rafael Fontana se mudou para a China para trabalhar como professor na Universidade de Hebei, província próxima a Pequim. Em poucas semanas, havia se integrado àquilo que batizou de festas da fraude: eventos em que os estrangeiros eram contratados e apresentados como autoridades em assuntos diversos para a população local. E a China de mentira ia se descortinando na sua frente. Com a experiência de jornalista, decidiu investigar a fundo os tentáculos do Partido Comunista na vida dos chineses. Formou então uma rede de contatos, oriundos de diversas partes do mundo, dentro e fora do país, que colaboravam com informações em tempo real. De volta ao Brasil, foi contratado pela gigante chinesa do 5G Huawei, o que completou seu pacote de dados sobre a ação do PCCh no mundo. O que ele traz aqui pode ser comparado a uma bomba, já armada, e próxima de explodir. Sua investigação é um alerta para todos os países – especialmente o Brasil –, sobre questões de segurança e os mecanismos que a ditadura desenvolveu para minar democracias, controlar informações e expandir seu projeto totalitário para além de suas fronteiras","9 avaliações de clientes","https://www.amazon.com.br/Chinobyl-jornada-entranhas-ditadura-comunista/dp/6559570622/ref=sr_1_36?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-36#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71qz3hQBeYL.jpg","10 setembro 2021"
"Valve Basics: Valvopatia do Básico ao Avançado","https://www.amazon.com.br/Valve-Basics-Valvopatia-B%C3%A1sico-Avan%C3%A7ado/dp/6500283112/ref=sr_1_37?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-37&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","15 set 2021","R$89,90","https://www.amazon.com.br/Valve-Basics-Valvopatia-B%C3%A1sico-Avan%C3%A7ado/dp/6500283112/ref=sr_1_37?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-37&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","","https://images-na.ssl-images-amazon.com/images/I/411XgY2A8eL._AC_SX60_CR,0,0,60,60_.jpg","Essa é uma obra que surgiu de conversas com estudantes de Medicina, entre atendimentos de pacientes nos ambulatórios de valvopatia... Isso mesmo, nos corredores do ambulatório, sempre que podia, eu puxava algum assunto relacionado às recorrentes postagens do The Valve Club no Instagram e site.","7 avaliações de clientes","https://www.amazon.com.br/Valve-Basics-Valvopatia-B%C3%A1sico-Avan%C3%A7ado/dp/6500283112/ref=sr_1_37?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-37&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/61egrRYjl1L.jpg","16 x 1.83 x 23.39 cm"
"Federer: O Homem Que Mudou o Esporte","https://www.amazon.com.br/Federer-Homem-Que-Mudou-Esporte/dp/6555602929/ref=sr_1_38?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-38","17 set 2021","R$52,42","https://www.amazon.com.br/Federer-Homem-Que-Mudou-Esporte/dp/6555602929/ref=sr_1_38?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-38","","https://images-na.ssl-images-amazon.com/images/I/41fLO9ax7cL._AC_SY60_CR,0,0,60,60_.jpg","A biografia definitiva de um verdadeiro campeão e um ídolo que segue fazendo história Outras pessoas já tentaram contar essa história, pois não é sempre que o esporte tem um jogador como Roger Federer. No entanto, é a primeira vez que uma biografia teve acesso tão exclusivo ao atleta, à sua equipe de apoio e às figuras mais proeminentes do tênis, incluindo grandes rivais, como Rafael Nadal, Novak Djokovic e Andy Roddick. Ao longo das décadas, Federer fez tudo parecer extraordinariamente fácil: golpes de esquerda milimétricos, direitas deslizantes, smashes no ar e uma capacidade de permanecer no topo por muito mais tempo que outras lendas do esporte. Mas seu percurso ― de adolescente temperamental com cabelo descolorido e gosto duvidoso a um dos maiores, mais elegantes e mais confiantes tenistas da história ― foi um longo ato de vontade, não do destino. Ele não contava apenas com um talento impressionante. Ele forjou seu futuro na base da garra. Em Federer: O homem que mudou o esporte, Christopher Clarey, um dos nomes mais importantes do jornalismo esportivo mundial, analisa a carreira de Roger Federer desde o início, concentrando-se em pessoas, lugares e momentos cruciais na longa e impressionante trajetória de um tenista que redefiniu os padrões de excelência do esporte e se tornou um favorito entre torcedores do mundo inteiro. Clarey esteve em Paris durante a estreia do suíço, ainda adolescente, em um torneio de Grand Slam, e realizou mais entrevistas exclusivas com Federer do que qualquer outro jornalista. Rodou o mundo para testemunhar a história sendo feita: desde a Suíça, passando pela África do Sul, a América do Sul, o Oriente Médio e as inúmeras edições dos quatro torneios de Grand Slam. Federer é um mergulho ao mesmo tempo íntimo e abrangente na vida e na carreira de um ídolo incontestável, uma história apaixonante que nenhuma outra pessoa além de Clarey poderia ter contado.","1 classificação","https://www.amazon.com.br/Federer-Homem-Que-Mudou-Esporte/dp/6555602929/ref=sr_1_38?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-38#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/51D0xD0zu7L.jpg","17 setembro 2021"
"Alma: O passado e o futuro daquilo que nos faz humanos","https://www.amazon.com.br/Alma-passado-futuro-daquilo-humanos/dp/655837062X/ref=sr_1_39?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-39","30 ago 2021","R$29,92","https://www.amazon.com.br/Alma-passado-futuro-daquilo-humanos/dp/655837062X/ref=sr_1_39?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-39","","https://images-na.ssl-images-amazon.com/images/I/510sG6D9VcL._AC_SX60_CR,0,0,60,60_.jpg","Desde a apresentação, “Alma: o passado e o futuro daquilo que nos faz humanos”, nova obra de Rodrigo Alvarez, deixa claro que esta será uma “viagem sem destino certo e, provavelmente, sem volta”, afinal, pensar sobre a própria existência não tem sido uma tarefa simples para a humanidade. A bordo do que o autor define como livro-nave, viajamos com ele, tentando compreender nossa essência, esse indecifrável sopro de vida que habita nosso corpo.","6 avaliações de clientes","https://www.amazon.com.br/Alma-passado-futuro-daquilo-humanos/dp/655837062X/ref=sr_1_39?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-39#customerReviews","3,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71MDgsBTM5L.jpg","30 agosto 2021"
"Em queda: Se o piloto quiser salvar sua família, todos os passageiros desse voo devem morrer","https://www.amazon.com.br/Em-queda-piloto-fam%C3%ADlia-passageiros/dp/6555354518/ref=sr_1_40?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-40","1 set 2021","R$39,94","https://www.amazon.com.br/Em-queda-piloto-fam%C3%ADlia-passageiros/dp/6555354518/ref=sr_1_40?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-40","","https://images-na.ssl-images-amazon.com/images/I/41kVPNPFijL._AC_SX60_CR,0,0,60,60_.jpg","Você acaba de embarcar em um voo para a cidade de Nova York. Há outros cento e quarenta e três passageiros a bordo. Você é o piloto desse avião, e seu trabalho é levá-los todos a salvo até seu destino. O que você não sabe é que, há apenas trinta minutos, sua família foi sequestrada. As exigências são claras: para que sua família sobreviva, todos nesse avião devem morrer. Permissão para decolar","12 avaliações de clientes","https://www.amazon.com.br/Em-queda-piloto-fam%C3%ADlia-passageiros/dp/6555354518/ref=sr_1_40?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-40#customerReviews","4,6 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81CfCdi24qL.jpg","1 setembro 2021"
"Carmilla - A vampira de Karnstein +: O Vampiro, de John William Polidori","https://www.amazon.com.br/Carmilla-vampira-Karnstein-Vampiro-Polidori/dp/6555791047/ref=sr_1_41?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-41","13 set 2021","R$29,90","https://www.amazon.com.br/Carmilla-vampira-Karnstein-Vampiro-Polidori/dp/6555791047/ref=sr_1_41?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-41","","https://images-na.ssl-images-amazon.com/images/I/51zlE2KLvQL._AC_SX60_CR,0,0,60,60_.jpg","Essa edição traz a primeira vampira da história e também a primeira história de vampiro já escrita em projeto gráfico especial, com curiosidades sobre as obras e os autores. Carmilla é uma obra precursora da temática de vampiros, considerada por muitos críticos como a melhor do século XIX, pela maneira como trabalha o suspense e o erotismo. Foi a partir dela que Drácula, de Bram Stoker, recebeu suas principais características. A vampira de Karnstein se torna o motivo dos horrores e depois do desejo profundo de Laura, uma jovem que vive somente na companhia do pai em um castelo isolado no Leste Europeu. O Vampiro, de John William Polidori, concretizou as lendas folclóricas sobre vampiro e deu a ele a cara que tem ainda hoje: um demônio aristocrata que ataca entre a alta sociedade.","1 classificação","https://www.amazon.com.br/Carmilla-vampira-Karnstein-Vampiro-Polidori/dp/6555791047/ref=sr_1_41?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-41#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/614j-lJ6BnL.jpg","13 setembro 2021"
"Jujutsu Kaisen - Batalha De Feiticeiros - 09","https://www.amazon.com.br/Jujutsu-Kaisen-Batalha-Feiticeiros-09/dp/655982022X/ref=sr_1_42?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-42","10 set 2021","R$29,90","https://www.amazon.com.br/Jujutsu-Kaisen-Batalha-Feiticeiros-09/dp/655982022X/ref=sr_1_42?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-42","Gege Akutami","https://images-na.ssl-images-amazon.com/images/I/51eUdWWDUPL._AC_SX60_CR,0,0,60,60_.jpg","Gojou e Getou receberam a missão de proteger o receptáculo da estrela, mas são atacados de surpresa pelo ""assassino de feiticeiros"", Touji Fushiguro. O que parece ter sido uma derrota completa da dupla de estudantes dá lugar a uma reviravolta. Qual será o desfecho deste caso do passado que fez de Gojou o mais poderoso feiticeiro do mundo e contribuiu para que Getou abandonasse a Escola de Jujutsu?","","","","https://images-na.ssl-images-amazon.com/images/I/51eUdWWDUPL.jpg","10 setembro 2021"
"Box Amor & Livros","https://www.amazon.com.br/Amor-Livros-Jenna-Evans-Welch/dp/6555603097/ref=sr_1_43?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-43&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d","13 set 2021","R$94,29","https://www.amazon.com.br/Amor-Livros-Jenna-Evans-Welch/dp/6555603097/ref=sr_1_43?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-43&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d","","https://images-na.ssl-images-amazon.com/images/I/41iyNyQPg9L._AC_SY60_CR,0,0,60,60_.jpg","Box exclusivo reúne os romances divertidos e emocionantes da autora de Amor & gelato Preparem os corações, porque os deliciosos romances Amor & gelato, Amor & sorte e Amor & azeitonas agora estão reunidos em um box exclusivo! As histórias de Jenna Evans Welch trazem garotas que desbravam o mundo em uma jornada de amadurecimento, com direito a segredos de família, decepções amorosas e paixões inesquecíveis. Seja nas gelaterias da Itália, nas estradas da Irlanda ou nos mares da Grécia, o amor está sempre à espera. Em Amor & gelato, depois da morte da mãe, Lina fica com a missão de realizar um último pedido: ir até a Itália conhecer o pai. Do dia para a noite, a garota se vê na famosa paisagem da Toscana, morando com um homem de quem nunca tinha ouvido falar. Ela só quer ir embora dali, até que recebe um antigo diário da mãe com uma misteriosa história de amor que pode explicar suas próprias origens. No meio desse turbilhão de emoções, Lina ainda conhece Ren e Thomas, dois garotos lindos que vão mexer com seu coração. Em Amor & sorte, Addie viaja até a Irlanda para um casamento, mas não está nem um pouco no clima de romance. Seu relacionamento mais recente terminou de forma explosiva, e parece que “sorte” e “amor” não andam lado a lado em sua vida. Até que ela encontra um guia de viagem chamado Irlanda para corações partidos e embarca em uma inesperada viagem de carro ao lado do irmão mais velho e de um irlandês simpático e bonitinho. Quem diria que a Ilha Esmeralda seria o melhor lugar para se recuperar de uma decepção amorosa? Em Amor & azeitonas, Liv evita a todo custo pensar em seu pai e na antiga obsessão dos dois com Atlântida. Até que, depois de anos sem contato, recebe um convite para ir a Santorini ajudá-lo a provar a existência da cidade perdida. O reencontro provoca em Liv um turbilhão de emoções que nem mesmo as paisagens da ilha paradisíaca conseguem acalmar. Além disso, passar tanto tempo com Theo, o charmoso assistente de seu pai, só piora as coisas. Porém, aos poucos, ela começa a desconfiar de que não foi Atlântida que a trouxe até ali, e sim algo muito mais importante.","4 avaliações de clientes","https://www.amazon.com.br/Amor-Livros-Jenna-Evans-Welch/dp/6555603097/ref=sr_1_43?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-43&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d#customerReviews","4,7 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/51khomN5kNL.jpg","21 setembro 2021"
"Um brinde de cianureto","https://www.amazon.com.br/Um-brinde-cianureto-Agatha-Christie/dp/6555111992/ref=sr_1_44?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-44","15 set 2021","R$33,68","https://www.amazon.com.br/Um-brinde-cianureto-Agatha-Christie/dp/6555111992/ref=sr_1_44?dchild=1&qid=1632490553&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-44","","https://images-na.ssl-images-amazon.com/images/I/41DDPKIKeCL._AC_SX60_CR,0,0,60,60_.jpg","Onze meses se passaram desde a morte da bela Rosemary Barton. A memória do trágico jantar onde ela se envenenou ainda assombra amigos e familiares que estavam presentes. Os eventos daquela noite se tornam ainda mais misteriosos quando Mr. Barton começa a receber cartas anônimas que indicam que a morte de Rosemary não foi um suicídio, como o relatório da polícia indicava.
Mas quem poderia ter desejado a morte de Rosemary? Um marido traído, uma irmã invejosa, um amante ciumento ou uma esposa em busca de vingança? A única certeza é que nenhuma das pessoas que foram ao jantar naquela noite estava dizendo a verdade.","","","","https://images-na.ssl-images-amazon.com/images/I/71AN9RWqDIL.jpg","15 setembro 2021"
